emiten_code,year,date,eps,per,pbv,bvps,ebitda,roa,roe,fcf,fcf_ps,gdp_forecast,political_stability,inflation_forecast,return
ADES,2024,Q3,196.76,51.2,2.86,3525.89,149838000000.0,4.69,5.58,-8470000000.0,-14.36,5.0,17.1,2.5,-5.687203791469194
ADES,2024,Q2,173.98,60.78,3.18,3329.13,132019000000.0,4.45,5.23,39635000000.0,67.19,5.0,17.1,2.5,15.300546448087433
ADES,2024,Q1,222.76,40.85,2.88,3155.15,166225000000.0,5.81,7.06,77983000000.0,132.2,5.0,17.1,2.5,-5.426356589147287
ADES,2023,Q4,176.16,54.92,3.3,2932.39,139863000000.0,4.98,6.01,115643000000.0,196.04,4.9,17.5,3.0,-7.857142857142857
ADES,2023,Q3,180.55,58.85,3.85,2757.63,137279000000.0,5.49,6.55,107414000000.0,182.09,4.9,17.5,3.0,24.629080118694365
ADES,2023,Q2,162.64,52.11,3.29,2577.08,128082000000.0,5.19,6.31,58698000000.0,99.51,4.9,17.5,3.0,14.237288135593221
ADES,2023,Q1,151.61,48.64,3.05,2414.44,124000000000.0,5.06,6.28,97701000000.0,165.62,4.9,17.5,3.0,1.7241379310344827
ADES,2022,Q4,210.73,34.05,3.17,2262.83,188758000000.0,7.55,9.31,-119680000000.0,-202.88,5.2,15.5,3.0,1.0452961672473868
ADES,2022,Q3,141.94,50.55,3.5,2052.02,100390000000.0,5.43,6.92,14431000000.0,24.46,5.2,15.5,3.0,8.30188679245283
ADES,2022,Q2,137.89,48.41,3.49,1910.09,99251000000.0,5.53,7.22,45394000000.0,76.95,5.2,15.5,3.0,80.02717391304348
ADES,2022,Q1,128.15,28.72,2.08,1772.19,94620000000.0,5.47,7.23,56612000000.0,95.97,5.2,15.5,3.0,9.850746268656717
ADES,2021,Q4,208.35,15.79,2.0,1644.05,161516000000.0,9.42,12.67,19840000000.0,33.63,3.7,17.9,3.0,25.0
ADES,2021,Q3,89.78,29.85,1.87,1429.68,77304000000.0,4.61,6.28,74663000000.0,126.57,3.7,17.9,3.0,37.43589743589744
ADES,2021,Q2,71.91,27.12,1.46,1339.89,58761000000.0,3.98,5.37,-35266000000.0,-59.78,3.7,17.9,3.0,16.766467065868262
ADES,2021,Q1,80.47,20.75,1.32,1267.98,67405000000.0,4.67,6.35,68449000000.0,116.04,3.7,17.9,3.0,14.383561643835616
ADES,2020,Q4,104.09,14.03,1.23,1187.51,81163000000.0,6.4,8.77,63275000000.0,107.26,-2.2,18.4,3.0,29.777777777777775
ADES,2020,Q3,58.42,19.26,1.03,1088.87,65126000000.0,3.87,5.37,64993000000.0,110.18,-2.2,18.4,3.0,30.057803468208093
ADES,2020,Q2,31.72,27.27,0.84,1030.45,43591000000.0,2.29,3.08,23731000000.0,40.23,-2.2,18.4,3.0,16.89189189189189
ADES,2020,Q1,35.96,19.47,0.7,998.73,31490000000.0,2.51,3.6,73745000000.0,125.01,-2.2,18.4,3.0,-29.1866028708134
ADES,2019,Q4,62.64,16.68,1.09,962.77,68672000000.0,4.49,6.51,49077000000.0,83.2,5.1,17.5,3.5,-0.9478672985781991
ADES,2019,Q3,27.68,38.11,1.18,896.51,33864000000.0,1.85,3.09,66804000000.0,113.25,5.1,17.5,3.5,-3.211009174311927
ADES,2019,Q2,22.37,48.73,1.25,868.83,31618000000.0,1.52,2.57,38782000000.0,65.74,5.1,17.5,3.5,0.0
ADES,2019,Q1,29.51,36.94,1.29,846.46,38524000000.0,2.01,3.49,20562000000.0,34.86,5.1,17.5,3.5,18.478260869565215
ADES,2018,Q4,29.5,31.19,1.13,816.95,40483000000.0,1.97,3.61,33940000000.0,57.54,5.3,15.6,3.5,0.0
ADES,2018,Q3,23.64,38.92,1.18,777.37,40406100344.0,1.59,3.04,47808000000.0,81.04,5.3,15.6,3.5,-3.1578947368421053
ADES,2018,Q2,13.64,69.65,1.26,753.73,12974899656.0,0.93,1.81,29368000000.0,49.78,5.3,15.6,3.5,6.741573033707865
ADES,2018,Q1,22.99,39.58,1.23,740.09,32879000000.0,1.59,3.11,-2215000000.0,-3.75,5.3,15.6,3.5,0.5649717514124294
ADES,2017,Q4,25.56,34.62,1.23,717.09,0.0,1.79,3.56,11253000000.0,19.08,5.1,17.1,4.0,-10.606060606060606
ADES,2017,Q3,17.16,57.11,1.42,690.88,0.0,1.27,2.48,-12065000000.0,-20.45,5.1,17.1,4.0,-9.174311926605505
ADES,2017,Q2,3.2,337.5,1.6,673.72,0.0,0.23,0.47,5968000000.0,10.12,5.1,17.1,4.0,-9.166666666666666
ADES,2017,Q1,18.91,61.87,1.74,670.52,0.0,1.42,2.82,-14910000000.0,-25.28,5.1,17.1,4.0,20.0
ADES,2016,Q4,40.91,24.44,1.53,651.62,0.0,3.14,6.28,-62579000000.0,-106.08,5.1,21.4,4.0,-21.568627450980394
ADES,2016,Q3,16.04,81.05,2.13,610.59,0.0,1.27,2.63,2793000000.0,4.73,5.1,21.4,4.0,-1.1627906976744187
ADES,2016,Q2,12.32,104.71,2.17,594.55,0.0,0.96,2.07,17425000000.0,29.54,5.1,21.4,4.0,22.274881516587676
ADES,2016,Q1,25.57,41.06,1.8,582.22,0.0,2.33,4.39,18916000000.0,32.07,5.1,21.4,4.0,3.9408866995073892
ADES,2015,Q4,26.83,37.83,1.82,556.65,0.0,2.42,4.82,-12629000000.0,-21.41,5.2,17.1,4.0,-3.3333333333333335
ADES,2015,Q3,-2.6,-407.69,2.0,530.28,0.0,-0.25,-0.49,-38295000000.0,-64.92,5.2,17.1,4.0,-24.731182795698924
ADES,2015,Q2,10.78,129.41,2.62,532.89,0.0,1.13,2.02,-33431000000.0,-56.67,5.2,17.1,4.0,1.4545454545454546
ADES,2015,Q1,20.66,66.55,2.63,522.11,0.0,2.35,3.96,-30030000000.0,-50.91,5.2,17.1,4.0,0.0
AISA,2024,Q3,1.98,66.16,1.18,110.77,55190000000.0,0.95,1.79,130650000000.0,14.03,5.0,17.1,2.5,13.91304347826087
AISA,2024,Q2,1.93,59.59,1.06,108.27,53345000000.0,0.95,1.78,-9310000000.0,-1.0,5.0,17.1,2.5,-8.0
AISA,2024,Q1,1.17,106.84,1.18,105.82,49219000000.0,0.56,1.1,56667000000.0,6.09,5.0,17.1,2.5,-13.194444444444445
AISA,2023,Q4,0.47,306.38,1.38,104.12,52109000000.0,0.24,0.45,-9404000000.0,-1.01,4.9,17.5,3.0,23.076923076923077
AISA,2023,Q3,2.09,55.98,1.36,85.86,66490000000.0,1.11,2.43,92762000000.0,9.96,4.9,17.5,3.0,-17.6056338028169
AISA,2023,Q2,-0.77,-184.42,1.7,83.59,18100000000.0,-0.41,-0.92,-37210000000.0,-4.0,4.9,17.5,3.0,-5.333333333333334
AISA,2023,Q1,0.23,656.52,1.8,84.12,28610000000.0,0.12,0.27,12416000000.0,1.33,4.9,17.5,3.0,3.4482758620689653
AISA,2022,Q4,-2.46,-58.13,1.71,83.67,5561000000.0,-1.25,-2.94,52319000000.0,5.62,5.2,15.5,3.0,-11.585365853658537
AISA,2022,Q3,-1.56,-105.13,1.92,85.49,1947000000.0,-0.82,-1.82,-70498000000.0,-7.57,5.2,15.5,3.0,10.81081081081081
AISA,2022,Q2,-1.26,-117.46,1.71,86.51,18518000000.0,-0.65,-1.45,-40937000000.0,-4.4,5.2,15.5,3.0,-19.12568306010929
AISA,2022,Q1,-1.43,-127.97,2.11,86.82,5381000000.0,-0.74,-1.65,240000000.0,0.03,5.2,15.5,3.0,-4.6875
AISA,2021,Q4,-0.98,-195.92,2.18,88.07,-24626000000.0,-0.52,-1.12,-50244000000.0,-5.4,3.7,17.9,3.0,-4.9504950495049505
AISA,2021,Q3,0.39,517.95,2.23,90.77,6422000000.0,0.19,0.43,13031000000.0,1.4,3.7,17.9,3.0,2.0202020202020203
AISA,2021,Q2,1.3,149.23,2.15,90.2,-10384000000.0,0.62,1.44,-45817000000.0,-4.92,3.7,17.9,3.0,-28.776978417266186
AISA,2021,Q1,0.23,1191.3,3.06,89.49,18090000000.0,0.11,0.26,-57468000000.0,-6.17,3.7,17.9,3.0,-28.717948717948715
AISA,2020,Q4,135.82,2.87,4.38,89.08,-122935000000.0,62.88,152.47,30129000000.0,3.24,-2.2,18.4,3.0,80.55555555555556
AISA,2020,Q3,-5.35,-40.0,-0.74,-288.4,7287000000.0,-1.21,1.86,-25275000000.0,-5.28,-2.2,18.4,3.0,28.57142857142857
AISA,2020,Q2,-7.65,-21.96,-0.59,-283.38,-10816000000.0,-1.79,2.7,-65159000000.0,-13.61,-2.2,18.4,3.0,0.0
AISA,2020,Q1,0.84,200.0,-0.41,-410.87,27036000000.0,0.13,-0.21,1820000000.0,0.57,-2.2,18.4,3.0,0.0
AISA,2019,Q4,399.16,0.42,-0.33,-514.76,-71644000000.0,68.74,-77.54,3685000000.0,1.14,5.1,17.5,3.5,0.0
AISA,2019,Q3,-27.7,-6.06,-0.15,-1118.32,20527000000.0,-5.03,2.48,17723000000.0,5.51,5.1,17.5,3.5,0.0
AISA,2019,Q2,-15.58,-10.78,-0.15,-1090.61,12191000000.0,-2.85,1.43,-5525000000.0,-1.72,5.1,17.5,3.5,0.0
AISA,2019,Q1,-3.43,-48.98,-0.16,-1075.04,11249000000.0,-0.62,0.32,-3700000000.0,-1.15,5.1,17.5,3.5,0.0
AISA,2018,Q4,-1.53,-109.8,-0.16,-1071.61,138370100344.0,-0.27,0.14,126306000000.0,39.24,5.3,15.6,3.5,0.0
AISA,2018,Q3,-5.38,-31.23,-0.16,-1071.67,0.0,-0.93,0.5,-164765000000.0,-51.19,5.3,15.6,3.5,-31.147540983606557
AISA,2018,Q2,-21.82,-11.18,-0.23,-1067.88,-8658100344.0,-3.95,2.04,328610000000.0,102.1,5.3,15.6,3.5,-61.875
AISA,2018,Q1,-9.62,-66.53,-0.61,-1047.65,0.0,-1.74,0.92,-11585000000.0,-3.6,5.3,15.6,3.5,34.45378151260504
AISA,2017,Q4,-1679.8,-0.28,-0.46,-1039.62,0.0,-272.79,161.58,153866000000.0,47.81,5.1,17.1,4.0,-48.817204301075265
AISA,2017,Q3,-5.46,-170.33,0.73,1277.45,0.0,-0.18,-0.43,-80037000000.0,-24.87,5.1,17.1,4.0,-44.14414414414414
AISA,2017,Q2,27.2,61.21,1.3,1282.91,0.0,0.89,2.12,292778000000.0,90.96,5.1,17.1,4.0,-24.31818181818182
AISA,2017,Q1,32.17,68.08,1.74,1257.22,0.0,1.11,2.56,366817000000.0,113.97,5.1,17.1,4.0,13.110539845758353
AISA,2016,Q4,77.18,25.2,1.59,1225.05,0.0,2.68,6.3,183187000000.0,56.92,5.1,21.4,4.0,-2.75
AISA,2016,Q3,27.68,70.45,1.7,1149.18,0.0,1.03,2.41,130177000000.0,40.45,5.1,21.4,4.0,25.78616352201258
AISA,2016,Q2,41.32,38.48,1.42,1121.96,0.0,1.65,3.68,2801000000.0,0.87,5.1,21.4,4.0,34.177215189873415
AISA,2016,Q1,38.21,31.01,1.09,1084.96,0.0,1.32,3.52,83312000000.0,25.88,5.1,21.4,4.0,-2.066115702479339
AISA,2015,Q4,21.32,56.75,1.16,1046.75,0.0,0.76,2.04,-13052000000.0,-4.06,5.2,17.1,4.0,-15.972222222222221
AISA,2015,Q3,18.28,79.32,1.41,1026.35,0.0,0.69,1.78,187075000000.0,58.12,5.2,17.1,4.0,-22.994652406417114
AISA,2015,Q2,22.37,83.59,1.86,1008.07,0.0,0.87,2.22,-163354000000.0,-50.75,5.2,17.1,4.0,-10.739856801909307
AISA,2015,Q1,38.52,54.39,2.13,985.7,0.0,1.61,3.91,15176000000.0,4.72,5.2,17.1,4.0,0.0
ALTO,2024,Q3,-6.72,-2.38,0.12,136.07,-17018172514.0,-1.58,-4.94,855662730.0,0.39,5.0,17.1,2.5,45.45454545454545
ALTO,2024,Q2,-3.96,-2.78,0.08,142.8,-5686186257.0,-0.91,-2.77,-4327412309.0,-1.97,5.0,17.1,2.5,-64.51612903225806
ALTO,2024,Q1,-0.94,-36.17,0.23,146.77,4167437853.0,-0.21,-0.64,-842764569.0,-0.38,5.0,17.1,2.5,-38.0
ALTO,2023,Q4,-7.8,-6.41,0.34,147.04,-2112109293.0,-1.74,-5.3,-3615798221.0,-1.65,4.9,17.5,3.0,0.0
ALTO,2023,Q3,-1.14,-43.86,0.32,155.18,14241476919.0,-0.25,-0.73,-5184470938.0,-2.37,4.9,17.5,3.0,0.0
ALTO,2023,Q2,-1.57,-31.85,0.32,156.32,3405111759.0,-0.34,-1.01,-114403216.0,-0.05,4.9,17.5,3.0,0.0
ALTO,2023,Q1,-1.28,-39.06,0.32,157.9,4673468763.0,-0.28,-0.81,4682604963.0,2.14,4.9,17.5,3.0,0.0
ALTO,2022,Q4,-9.09,-5.5,0.31,159.19,-5869264002.0,-1.95,-5.71,-14308553402.0,-6.53,5.2,15.5,3.0,-72.37569060773481
ALTO,2022,Q3,1.87,96.79,1.08,167.77,9193658378.0,0.38,1.12,25522820077.0,11.64,5.2,15.5,3.0,-9.045226130653267
ALTO,2022,Q2,-0.06,-3316.67,1.2,165.9,10414440893.0,-0.01,-0.04,-3471447890.0,-1.58,5.2,15.5,3.0,-8.715596330275229
ALTO,2022,Q1,-0.04,-5450.0,1.31,165.96,8612979540.0,-0.01,-0.02,-10519986655.0,-4.8,5.2,15.5,3.0,-22.142857142857142
ALTO,2021,Q4,-1.07,-261.68,1.69,165.99,8456005470.0,-0.22,-0.65,7525339487.0,3.43,3.7,17.9,3.0,-13.580246913580247
ALTO,2021,Q3,-1.36,-236.76,1.93,167.13,5318212977.0,-0.27,-0.82,17922856314.0,8.18,3.7,17.9,3.0,-12.432432432432433
ALTO,2021,Q2,-1.1,-336.36,2.2,168.49,7074865077.0,-0.22,-0.66,-511931285.0,-0.23,3.7,17.9,3.0,2.7777777777777777
ALTO,2021,Q1,-0.52,-692.31,2.12,169.6,6143227612.0,-0.1,-0.31,-9975800775.0,-4.55,3.7,17.9,3.0,16.883116883116884
ALTO,2020,Q4,-1.01,-304.95,1.81,170.12,7027547488.0,-0.2,-0.6,8039921034.0,3.67,-2.2,18.4,3.0,9.219858156028367
ALTO,2020,Q3,1.26,238.1,1.77,169.92,11582458602.0,0.25,0.74,6597884679.0,3.01,-2.2,18.4,3.0,-26.94300518134715
ALTO,2020,Q2,-3.49,-110.6,2.29,168.65,123889746.0,-0.7,-2.07,6278636586.0,2.86,-2.2,18.4,3.0,2.1164021164021163
ALTO,2020,Q1,-1.54,-258.44,2.31,172.15,5662435567.0,-0.31,-0.9,4280759308.0,1.95,-2.2,18.4,3.0,-5.025125628140704
ALTO,2019,Q4,1.45,274.48,2.29,173.7,8950924618.0,0.29,0.84,48996406988.0,22.35,5.1,17.5,3.5,10.555555555555555
ALTO,2019,Q3,-2.02,-188.12,2.21,171.77,6505863112.0,-0.4,-1.17,-2632624668.0,-1.2,5.1,17.5,3.5,-7.6923076923076925
ALTO,2019,Q2,-2.72,-143.38,2.24,173.8,3891752766.0,-0.54,-1.56,-22200125989.0,-10.13,5.1,17.5,3.5,-1.5151515151515151
ALTO,2019,Q1,-0.08,-4950.0,2.24,176.53,5479951544.0,-0.02,-0.05,673728732.0,0.31,5.1,17.5,3.5,-1.0
ALTO,2018,Q4,1.88,212.77,2.26,176.62,7826730255.0,0.37,1.06,-12120650926.0,-5.53,5.3,15.6,3.5,0.0
ALTO,2018,Q3,-3.31,-120.85,2.29,174.34,5885030300.0,-0.67,-1.9,9261552842.0,4.23,5.3,15.6,3.5,3.6269430051813467
ALTO,2018,Q2,-7.44,-52.42,2.2,177.67,-8325191482.0,-1.49,-4.19,-5666499542.0,-2.59,5.3,15.6,3.5,4.324324324324325
ALTO,2018,Q1,-6.12,-60.46,2.0,185.15,4301013981.0,-1.21,-3.31,-8093104844.0,-3.69,5.3,15.6,3.5,-4.639175257731959
ALTO,2017,Q4,-17.43,-22.26,2.03,191.29,0.0,-3.44,-9.11,-19554729705.0,-8.92,5.1,17.1,4.0,29.333333333333332
ALTO,2017,Q3,-3.36,-89.29,1.44,208.9,0.0,-0.65,-1.61,5900185245.0,2.69,5.1,17.1,4.0,-6.25
ALTO,2017,Q2,-6.71,-47.69,1.51,212.23,0.0,-1.25,-3.16,-12457180396.0,-5.68,5.1,17.1,4.0,-1.2345679012345678
ALTO,2017,Q1,-0.98,-328.57,1.47,218.92,0.0,-0.18,-0.45,-5726090157.0,-2.62,5.1,17.1,4.0,-1.8181818181818181
ALTO,2016,Q4,-13.58,-24.3,1.5,219.9,0.0,-2.55,-6.18,-15567966647.0,-7.12,5.1,21.4,4.0,0.6097560975609756
ALTO,2016,Q3,0.75,440.0,1.45,228.2,0.0,0.14,0.33,28075585902.0,12.84,5.1,21.4,4.0,-0.6060606060606061
ALTO,2016,Q2,0.51,647.06,1.42,232.6,0.0,0.1,0.22,248132871.0,0.11,5.1,21.4,4.0,1.2269938650306749
ALTO,2016,Q1,0.24,1350.0,1.4,232.09,0.0,0.05,0.1,-30445837739.0,-13.92,5.1,21.4,4.0,0.3076923076923077
ALTO,2015,Q4,-0.09,-3611.11,1.4,231.86,0.0,-0.02,-0.04,6510416809.0,2.98,5.2,17.1,4.0,0.0
ALTO,2015,Q3,-5.9,-55.08,1.4,232.54,0.0,-1.09,-2.54,-22655257053.0,-10.36,5.2,17.1,4.0,-8.192090395480225
ALTO,2015,Q2,-3.3,-107.27,1.48,238.47,0.0,-0.61,-1.38,-45660527162.0,-20.88,5.2,17.1,4.0,2.0172910662824206
ALTO,2015,Q1,-1.82,-190.66,1.44,241.78,0.0,-0.34,-0.75,-18059236553.0,-8.26,5.2,17.1,4.0,-1.4204545454545454
BTEK,2024,Q3,0.22,18.18,0.17,23.56,8404273749.0,0.25,0.93,33995272251.0,0.73,5.0,17.1,2.5,100.0
BTEK,2024,Q2,-0.53,-1.89,0.04,23.06,-4113807318.0,-0.58,-2.31,-137953837129.0,-2.98,5.0,17.1,2.5,-93.54838709677419
BTEK,2024,Q1,-0.25,-136.0,1.43,23.72,6029663845.0,-0.27,-1.04,183379266255.0,3.96,5.0,17.1,2.5,-38.0
BTEK,2023,Q4,-0.67,-74.63,2.09,23.92,-2283169227.0,-0.77,-2.82,15807581054.0,0.34,4.9,17.5,3.0,0.0
BTEK,2023,Q3,-0.63,-79.37,2.07,24.17,26955439188.0,-0.71,-2.6,40848227166.0,0.88,4.9,17.5,3.0,0.0
BTEK,2023,Q2,-1.02,-49.02,2.01,24.88,-18863931791.0,-1.18,-4.1,8187692421.0,0.18,4.9,17.5,3.0,0.0
BTEK,2023,Q1,-0.14,-357.14,1.93,25.87,24226801441.0,-0.17,-0.56,6537337150.0,0.14,4.9,17.5,3.0,0.0
BTEK,2022,Q4,-0.62,-80.65,1.92,25.99,263666364.0,-0.69,-2.39,199462000894.0,4.31,5.2,15.5,3.0,0.0
BTEK,2022,Q3,-0.18,-277.78,1.57,31.87,2166444643.0,-0.19,-0.55,-3902980672.0,-0.08,5.2,15.5,3.0,0.0
BTEK,2022,Q2,-1.09,-45.87,1.57,31.87,6916189365.0,-1.19,-3.42,-10300191076.0,-0.22,5.2,15.5,3.0,0.0
BTEK,2022,Q1,-1.0,-50.0,1.53,32.77,1574265719.0,-1.11,-3.04,-162860069530.0,-3.52,5.2,15.5,3.0,0.0
BTEK,2021,Q4,0.2,250.0,1.48,33.74,95430054.0,0.22,0.59,5476458556.0,0.12,3.7,17.9,3.0,0.0
BTEK,2021,Q3,-1.03,-48.54,1.49,33.57,-3081082686.0,-1.14,-3.08,3150518453.0,0.07,3.7,17.9,3.0,0.0
BTEK,2021,Q2,-0.96,-52.08,1.44,34.71,-12306286892.0,-1.04,-2.76,273220443.0,0.01,3.7,17.9,3.0,0.0
BTEK,2021,Q1,-0.51,-98.04,1.4,35.72,18906373088.0,-0.54,-1.42,-1539697219.0,-0.03,3.7,17.9,3.0,0.0
BTEK,2020,Q4,-2.97,-16.84,1.39,35.92,-229058304176.0,-3.25,-8.27,228760817912.0,4.94,-2.2,18.4,3.0,0.0
BTEK,2020,Q3,0.0,0.0,0.0,0.0,-121213077481.0,-4.54,-12.38,-86185486705.0,0.0,-2.2,18.4,3.0,0.0
BTEK,2020,Q2,0.0,0.0,0.0,0.0,12159592174.0,-2.8,-7.21,454535335512.0,0.0,-2.2,18.4,3.0,0.0
BTEK,2020,Q1,0.0,0.0,0.0,0.0,5005184075.0,0.02,0.05,-599530939432.0,0.0,-2.2,18.4,3.0,0.0
BTEK,2019,Q4,0.0,0.0,0.0,0.0,-23233359244.0,-1.7,-3.94,28554394267.0,0.0,5.1,17.5,3.5,-26.47058823529412
BTEK,2019,Q3,0.0,0.0,0.0,0.0,22447187682.0,0.01,0.01,-12002705675.0,0.0,5.1,17.5,3.5,-38.73873873873874
BTEK,2019,Q2,0.0,0.0,0.0,0.0,12548938527.0,-0.0,-0.01,-44614108577.0,0.0,5.1,17.5,3.5,-17.77777777777778
BTEK,2019,Q1,0.0,0.0,0.0,0.0,42897850820.0,0.01,0.02,15098616063.0,0.0,5.1,17.5,3.5,-10.0
BTEK,2018,Q4,0.0,0.0,0.0,0.0,-26374280819.0,-0.37,-0.84,232814741338.0,0.0,5.3,15.6,3.5,25.0
BTEK,2018,Q3,0.0,0.0,0.0,0.0,48481499364.0,0.11,0.25,-387111758909.0,0.0,5.3,15.6,3.5,-20.0
BTEK,2018,Q2,0.0,0.0,0.0,0.0,18703073562.0,1.51,3.6,-45283228031.0,0.0,5.3,15.6,3.5,-1.3157894736842104
BTEK,2018,Q1,0.0,0.0,0.0,0.0,42781628506.0,0.16,0.43,-1850949266.0,0.0,5.3,15.6,3.5,8.571428571428571
BTEK,2017,Q4,0.0,0.0,0.0,0.0,0.0,-0.58,-1.52,-90293010626.0,0.0,5.1,17.1,4.0,-12.5
BTEK,2017,Q3,0.0,0.0,0.0,0.0,0.0,-0.02,-0.06,825081908.0,0.0,5.1,17.1,4.0,28.000000000000004
BTEK,2017,Q2,1.18,813.56,3.6,266.81,0.0,0.14,0.44,-102010128492.0,-17.63,5.1,17.1,4.0,0.0
BTEK,2017,Q1,-1.07,-942.06,3.79,265.65,0.0,-0.13,-0.4,23700383660.0,4.1,5.1,17.1,4.0,-18.69918699186992
BTEK,2016,Q4,0.02,59200.0,4.43,267.34,0.0,0.0,0.01,27877283576.0,4.82,5.1,21.4,4.0,15.492957746478872
BTEK,2016,Q3,0.52,2169.23,1.37,821.49,0.0,0.06,0.06,-16237701427.0,-2.81,5.1,21.4,4.0,3.2465764792471554
BTEK,2016,Q2,-1.24,-780.65,15.12,64.0,0.0,-0.27,-1.93,-36666865216.0,-33.24,5.1,21.4,4.0,-15.932202726782549
BTEK,2016,Q1,-0.09,-13066.67,18.02,65.26,0.0,-0.02,-0.14,3862475774.0,3.5,5.1,21.4,4.0,-18.055525131525307
BTEK,2015,Q4,0.8,1800.0,22.04,65.35,0.0,0.18,1.22,-15457240306.0,-14.01,5.2,17.1,4.0,26.315785921713196
BTEK,2015,Q3,0.82,1395.12,17.91,63.87,0.0,0.19,1.29,-2893139551.0,-2.62,5.2,17.1,4.0,18.749939894021143
BTEK,2015,Q2,-2.92,-326.03,14.68,64.84,0.0,-0.7,-4.51,-1998315996.0,-1.81,5.2,17.1,4.0,0.0
BTEK,2015,Q1,1.76,550.0,14.75,65.62,0.0,0.43,2.69,2441587349.0,2.21,5.2,17.1,4.0,-4.761846609448274
BUDI,2024,Q3,4.33,53.58,0.7,333.41,77194000000.0,0.53,1.3,40893000000.0,9.09,5.0,17.1,2.5,-16.666666666666664
BUDI,2024,Q2,2.39,116.32,0.84,329.08,112531000000.0,0.28,0.73,62884000000.0,13.98,5.0,17.1,2.5,-0.7194244604316548
BUDI,2024,Q1,4.62,60.17,0.84,330.69,114511000000.0,0.59,1.4,-102383000000.0,-22.76,5.0,17.1,2.5,0.0
BUDI,2023,Q4,6.47,42.97,0.85,326.07,123492000000.0,0.88,1.99,-10804000000.0,-2.4,4.9,17.5,3.0,9.448818897637794
BUDI,2023,Q3,4.8,52.92,0.84,304.0,101639000000.0,0.68,1.58,88482000000.0,19.67,4.9,17.5,3.0,8.547008547008547
BUDI,2023,Q2,3.52,66.48,0.78,299.2,103708000000.0,0.5,1.18,95632000000.0,21.26,4.9,17.5,3.0,13.592233009708737
BUDI,2023,Q1,7.61,27.07,0.68,303.68,122801000000.0,1.06,2.51,-81550000000.0,-18.13,4.9,17.5,3.0,-9.649122807017543
BUDI,2022,Q4,5.58,40.5,0.76,296.06,101356000000.0,0.79,1.88,-126806000000.0,-28.19,5.2,15.5,3.0,10.679611650485436
BUDI,2022,Q3,6.06,33.0,0.69,290.43,113787000000.0,0.89,2.09,59485000000.0,13.22,5.2,15.5,3.0,-9.649122807017543
BUDI,2022,Q2,1.38,171.01,0.81,292.36,84313000000.0,0.2,0.47,13536000000.0,3.01,5.2,15.5,3.0,6.5420560747663545
BUDI,2022,Q1,6.74,31.45,0.73,290.98,121748000000.0,0.98,2.32,-24783000000.0,-5.51,5.2,15.5,3.0,19.553072625698324
BUDI,2021,Q4,4.41,40.59,0.63,284.23,90133000000.0,0.66,1.55,2400000000.0,0.53,3.7,17.9,3.0,5.294117647058823
BUDI,2021,Q3,3.84,44.27,0.61,279.63,101280000000.0,0.57,1.37,94694000000.0,21.05,3.7,17.9,3.0,5.590062111801243
BUDI,2021,Q2,3.81,42.26,0.57,281.79,102058000000.0,0.58,1.35,30304000000.0,6.74,3.7,17.9,3.0,49.074074074074076
BUDI,2021,Q1,6.45,16.59,0.38,277.98,123623000000.0,0.97,2.32,9650000000.0,2.14,3.7,17.9,3.0,9.090909090909092
BUDI,2020,Q4,9.78,10.12,0.36,271.53,122313000000.0,1.49,3.6,-43113000000.0,-9.58,-2.2,18.4,3.0,5.319148936170213
BUDI,2020,Q3,1.13,82.3,0.35,262.46,86792000000.0,0.17,0.43,42921000000.0,9.54,-2.2,18.4,3.0,9.30232558139535
BUDI,2020,Q2,1.49,57.72,0.32,267.33,76381000000.0,0.23,0.56,52683000000.0,11.71,-2.2,18.4,3.0,2.380952380952381
BUDI,2020,Q1,1.49,55.7,0.31,265.84,101522000000.0,0.23,0.56,74999000000.0,16.67,-2.2,18.4,3.0,-18.446601941747574
BUDI,2019,Q4,5.56,18.53,0.39,264.35,96781000000.0,0.83,2.1,96544000000.0,21.46,5.1,17.5,3.5,3.0
BUDI,2019,Q3,3.53,28.33,0.39,256.13,112590000000.0,0.5,1.38,-5127000000.0,-1.14,5.1,17.5,3.5,-4.761904761904762
BUDI,2019,Q2,2.22,47.3,0.42,252.63,101450000000.0,0.32,0.88,43052000000.0,9.57,5.1,17.5,3.5,6.0606060606060606
BUDI,2019,Q1,2.29,43.23,0.39,255.28,92836000000.0,0.31,0.9,69247000000.0,15.39,5.1,17.5,3.5,3.125
BUDI,2018,Q4,4.48,21.43,0.38,252.85,83434000000.0,0.59,1.77,-150104000000.0,-33.36,5.3,15.6,3.5,-9.433962264150944
BUDI,2018,Q3,2.77,37.55,0.42,248.09,139939100344.0,0.38,1.12,5385000000.0,1.2,5.3,15.6,3.5,-4.504504504504505
BUDI,2018,Q2,2.27,48.46,0.45,245.55,30991899656.0,0.34,0.92,-21552000000.0,-4.79,5.3,15.6,3.5,-15.267175572519085
BUDI,2018,Q1,1.17,107.69,0.51,247.3,71026000000.0,0.18,0.47,42615000000.0,9.47,5.3,15.6,3.5,39.361702127659576
BUDI,2017,Q4,1.71,54.97,0.38,246.32,0.0,0.26,0.7,-50539000000.0,-11.23,5.1,17.1,4.0,-2.083333333333333
BUDI,2017,Q3,1.6,59.38,0.39,245.28,0.0,0.25,0.65,1555000000.0,0.35,5.1,17.1,4.0,0.0
