emiten_code,year,date,eps,per,pbv,bvps,ebitda,roa,roe,fcf,fcf_ps,gdp_forecast,political_stability,inflation_forecast,return
INPC,2019,Q2,0.78,89.74,0.24,292.42,19528000000.0,0.05,0.27,-245992000000.0,-15.57,5.1,17.5,3.5,-4.054054054054054
INPC,2019,Q1,0.81,91.36,0.25,293.03,33383000000.0,0.05,0.28,400055000000.0,25.33,5.1,17.5,3.5,19.35483870967742
INPC,2018,Q4,0.48,129.17,0.21,290.39,10469000000.0,0.03,0.16,2004492000000.0,126.9,5.3,15.6,3.5,-12.676056338028168
INPC,2018,Q3,0.67,105.97,0.25,287.55,29236000000.0,0.04,0.23,-2053397000000.0,-129.99,5.3,15.6,3.5,-8.974358974358974
INPC,2018,Q2,0.96,81.25,0.27,287.31,39262000000.0,0.05,0.33,654712000000.0,41.45,5.3,15.6,3.5,-14.285714285714285
INPC,2018,Q1,1.28,70.31,0.32,285.38,36295000000.0,0.07,0.45,543602000000.0,34.41,5.3,15.6,3.5,13.750000000000002
INPC,2017,Q4,-0.61,-131.15,0.28,285.38,0.0,-0.03,-0.21,-710748000000.0,-44.99,5.1,17.1,4.0,-10.112359550561797
INPC,2017,Q3,0.49,181.63,0.31,285.05,0.0,0.03,0.17,-136613000000.0,-8.65,5.1,17.1,4.0,-6.315789473684211
INPC,2017,Q2,2.3,40.87,0.33,284.51,0.0,0.13,0.81,1303913000000.0,82.55,5.1,17.1,4.0,3.260869565217391
INPC,2017,Q1,2.12,42.45,0.32,282.17,0.0,0.12,0.75,505349000000.0,31.99,5.1,17.1,4.0,26.027397260273972
INPC,2016,Q4,-0.08,-912.5,0.26,280.09,0.0,-0.0,-0.03,-1175159000000.0,-74.4,5.1,21.4,4.0,-21.50537634408602
INPC,2016,Q3,0.7,132.86,0.29,316.59,0.0,0.04,0.22,-908168000000.0,-69.39,5.1,21.4,4.0,17.72151898734177
INPC,2016,Q2,2.49,32.53,0.26,315.89,0.0,0.12,0.79,509764000000.0,38.95,5.1,21.4,4.0,0.0
INPC,2016,Q1,2.47,31.98,0.25,313.4,0.0,0.12,0.79,-100912000000.0,-7.71,5.1,21.4,4.0,23.4375
INPC,2015,Q4,-1.14,-56.14,0.3,211.32,0.0,-0.06,-0.54,86619000000.0,6.62,5.2,17.1,4.0,-7.246376811594203
INPC,2015,Q3,2.59,26.64,0.32,214.36,0.0,0.13,1.21,43170000000.0,3.3,5.2,17.1,4.0,-10.38961038961039
INPC,2015,Q2,0.31,241.94,0.35,211.76,0.0,0.02,0.14,273812000000.0,20.92,5.2,17.1,4.0,1.3157894736842104
INPC,2015,Q1,3.69,20.6,0.36,211.46,0.0,0.19,1.75,996041000000.0,76.1,5.2,17.1,4.0,-3.79746835443038
MAYA,2024,Q3,2.13,100.47,0.15,1437.89,92495000000.0,0.02,0.15,-19629000000.0,-1.66,5.0,17.1,2.5,-25.517241379310345
MAYA,2024,Q2,1.6,181.25,0.2,1432.44,77229000000.0,0.01,0.11,-584115000000.0,-49.37,5.0,17.1,2.5,-10.493827160493826
MAYA,2024,Q1,0.47,697.87,0.24,1353.82,60689000000.0,0.0,0.03,-1516168000000.0,-128.14,5.0,17.1,2.5,26.785364899236935
MAYA,2023,Q4,-3.71,-122.37,0.34,1341.03,24063000000.0,-0.03,-0.28,3412900000000.0,288.44,4.9,17.5,3.0,-5.41490857946554
MAYA,2023,Q3,1.21,396.69,0.41,1175.49,72624000000.0,0.01,0.1,-1816339000000.0,-153.51,4.9,17.5,3.0,2.128142128142126
MAYA,2023,Q2,1.36,345.59,0.4,1178.66,69676000000.0,0.01,0.12,-4036235000000.0,-341.12,4.9,17.5,3.0,-7.844776535339807
MAYA,2023,Q1,3.0,166.67,0.43,1174.45,89820000000.0,0.02,0.26,-869021000000.0,-73.44,4.9,17.5,3.0,-1.9234711308506989
MAYA,2022,Q4,-7.08,-73.45,0.44,1171.08,-37142000000.0,-0.06,-0.6,4425116000000.0,373.98,5.2,15.5,3.0,-7.1412708987659
MAYA,2022,Q3,2.95,189.83,0.48,1172.76,91994000000.0,0.03,0.25,-6054765000000.0,-511.71,5.2,15.5,3.0,-2.6077552912096396
MAYA,2022,Q2,2.49,230.92,0.49,1174.73,89771000000.0,0.02,0.21,-1172330000000.0,-99.08,5.2,15.5,3.0,-8.73071825385636
MAYA,2022,Q1,3.83,164.49,0.53,1184.16,94150000000.0,0.04,0.32,5123135000000.0,432.98,5.2,15.5,3.0,-5.9714156922016235
MAYA,2021,Q4,1.52,434.21,0.56,1181.36,78636000000.0,0.02,0.13,-1320289000000.0,-111.58,3.7,17.9,3.0,-10.06581771354986
MAYA,2021,Q3,-2.93,-254.27,0.63,1175.07,24255000000.0,-0.03,-0.25,647680000000.0,54.74,3.7,17.9,3.0,-55.52279332216118
MAYA,2021,Q2,1.08,1550.93,1.43,1175.43,70332000000.0,0.01,0.09,7927783000000.0,670.01,3.7,17.9,3.0,-30.784929817348917
MAYA,2021,Q1,4.05,641.98,2.23,1166.7,103492000000.0,0.05,0.35,-168628000000.0,-14.25,3.7,17.9,3.0,-47.173616281955816
MAYA,2020,Q4,-21.09,-362.73,4.05,1890.18,-172696000000.0,-0.16,-1.12,10981377000000.0,1607.25,-2.2,18.4,3.0,29.66123427985256
MAYA,2020,Q3,9.47,623.02,2.48,2379.5,164660000000.0,0.07,0.4,-1249509000000.0,-182.88,-2.2,18.4,3.0,-9.230783274682432
MAYA,2020,Q2,9.42,689.92,2.89,2252.22,115194000000.0,0.07,0.42,-8874543000000.0,-1298.89,-2.2,18.4,3.0,1.5621885473500656
MAYA,2020,Q1,11.59,552.29,3.69,1733.21,128297000000.0,0.09,0.67,-453457000000.0,-66.37,-2.2,18.4,3.0,-29.670297426735477
MAYA,2019,Q4,-27.0,-337.0,5.04,1806.39,16442000000.0,-0.2,-1.49,-803509000000.0,-117.6,5.1,17.5,3.5,39.2832654469828
MAYA,2019,Q3,65.17,109.24,3.94,1808.88,457392000000.0,0.45,3.6,-1988866000000.0,-311.89,5.1,17.5,3.5,9.804146431456243
MAYA,2019,Q2,24.18,266.0,3.69,1742.57,190933000000.0,0.17,1.39,1688341000000.0,264.76,5.1,17.5,3.5,-9.89397070716148
MAYA,2019,Q1,22.39,336.18,4.38,1716.91,181567000000.0,0.16,1.3,-2290471000000.0,-359.18,5.1,17.5,3.5,0.7117421620129687
MAYA,2018,Q4,-50.07,-142.68,4.22,1691.82,-128842674000.0,-0.37,-2.96,1020348847000.0,160.01,5.3,15.6,3.5,28.202495518855613
MAYA,2018,Q3,68.09,101.35,3.76,1833.35,459798949344.0,0.45,3.71,-3450772893000.0,-631.32,5.3,15.6,3.5,47.0594758752474
MAYA,2018,Q2,28.63,174.43,2.84,1759.02,137139476656.0,0.19,1.63,1204130064000.0,220.3,5.3,15.6,3.5,0.7407916673828328
MAYA,2018,Q1,41.73,118.79,3.09,1602.78,263086248000.0,0.29,2.6,-329300018000.0,-60.25,5.3,15.6,3.5,5.194546900990797
MAYA,2017,Q4,-28.87,-163.21,2.71,1736.69,0.0,-0.19,-1.66,685946027000.0,139.44,5.1,17.1,4.0,24.643364207964307
MAYA,2017,Q3,65.76,59.75,2.51,1563.06,0.0,0.46,4.21,-4072362058000.0,-827.83,5.1,17.1,4.0,2.8843701453778197
MAYA,2017,Q2,37.32,102.3,2.55,1495.83,0.0,0.26,2.49,1941851963000.0,394.74,5.1,17.1,4.0,17.29398966548818
MAYA,2017,Q1,63.08,51.43,2.17,1497.96,0.0,0.46,4.21,3651490262000.0,742.27,5.1,17.1,4.0,-15.555708659156938
MAYA,2016,Q4,13.46,286.4,2.69,1433.83,0.0,0.11,0.94,1629478109000.0,331.24,5.1,21.4,4.0,24.289261859907526
MAYA,2016,Q3,47.67,68.7,2.69,1219.64,0.0,0.38,3.91,-437340310000.0,-101.6,5.1,21.4,4.0,78.80875822998009
MAYA,2016,Q2,62.02,28.17,1.49,1171.58,0.0,0.51,5.29,-3750462037000.0,-871.31,5.1,21.4,4.0,-2.8943846954453107
MAYA,2016,Q1,65.48,27.37,1.58,1132.44,0.0,0.54,5.78,1472190884000.0,342.02,5.1,21.4,4.0,-20.256891611500837
MAYA,2015,Q4,28.3,79.19,2.1,1065.67,0.0,0.26,2.66,1227219873000.0,285.11,5.2,17.1,4.0,27.452461906560888
MAYA,2015,Q3,47.23,36.02,1.89,897.68,0.0,0.46,5.26,1243995592000.0,289.0,5.2,17.1,4.0,-14.52651066669536
MAYA,2015,Q2,58.79,34.21,2.15,937.06,0.0,0.56,6.27,-44824398000.0,-11.45,5.2,17.1,4.0,17.37669294521932
MAYA,2015,Q1,24.82,70.63,1.99,882.21,0.0,0.25,2.81,-951139402000.0,-243.06,5.2,17.1,4.0,-14.861027450305478
MEGA,2024,Q3,65.48,75.6,2.7,1831.89,1033464000000.0,0.59,3.57,1975590000000.0,168.27,5.0,17.1,2.5,-2.4630541871921183
MEGA,2024,Q2,36.31,139.77,3.01,1687.94,594265000000.0,0.33,2.15,3173122000000.0,270.26,5.0,17.1,2.5,-3.3333333333333335
MEGA,2024,Q1,68.35,77.54,3.12,1698.06,1060481000000.0,0.63,4.03,7710368000000.0,656.71,5.0,17.1,2.5,2.941176470588235
MEGA,2023,Q4,60.96,83.66,2.75,1852.96,958961000000.0,0.54,3.29,4412334000000.0,375.81,4.9,17.5,3.0,-7.2727272727272725
MEGA,2023,Q3,70.11,78.45,3.12,1763.36,1248890000000.0,0.7,3.98,170246000000.0,14.5,4.9,17.5,3.0,0.0
MEGA,2023,Q2,84.02,64.27,3.08,1752.17,1313266000000.0,0.76,4.8,-11110567000000.0,-946.31,4.9,17.5,3.0,7.8431372549019605
MEGA,2023,Q1,83.93,60.76,3.13,1628.98,1286311000000.0,0.75,5.15,-3957719000000.0,-337.09,4.9,17.5,3.0,-5.555555555555555
MEGA,2022,Q4,120.26,43.86,3.0,1757.42,1797371000000.0,1.0,6.84,6863486000000.0,584.58,5.2,15.5,3.0,-6.086956521739131
MEGA,2022,Q3,97.72,58.84,3.73,1543.61,1500660000000.0,0.91,6.33,-178224000000.0,-15.18,5.2,15.5,3.0,10.047846889952153
MEGA,2022,Q2,67.25,77.7,3.56,1466.81,1042808000000.0,0.64,4.59,16563064000000.0,1410.71,5.2,15.5,3.0,-18.359375
MEGA,2022,Q1,59.94,106.77,4.44,1439.84,935466000000.0,0.62,4.16,-6970830000000.0,-593.72,5.2,15.5,3.0,31.70892327955219
MEGA,2021,Q4,212.21,37.59,2.9,2749.15,1868661000000.0,1.11,7.72,-4668130000000.0,-670.34,3.7,17.9,3.0,6.603717703737673
MEGA,2021,Q3,138.98,54.18,2.86,2628.62,1264524000000.0,0.81,5.29,-1148770000000.0,-164.96,3.7,17.9,3.0,-0.3133939271998993
MEGA,2021,Q2,117.07,64.12,3.08,2440.04,1087319000000.0,0.7,4.8,-386873000000.0,-55.56,3.7,17.9,3.0,-10.644276861805546
MEGA,2021,Q1,107.3,78.3,3.71,2263.04,990244000000.0,0.67,4.74,17086036000000.0,2453.56,3.7,17.9,3.0,23.95831567013955
MEGA,2020,Q4,178.62,37.94,2.59,2614.7,1587783000000.0,1.11,6.83,-2662566000000.0,-382.35,-2.2,18.4,3.0,-1.369964472668806
MEGA,2020,Q3,83.64,78.78,2.86,2302.6,708807000000.0,0.56,3.63,5869808000000.0,842.91,-2.2,18.4,3.0,11.450436560874891
MEGA,2020,Q2,73.6,83.76,2.8,2197.9,838793000000.0,0.52,3.35,-1156007000000.0,-166.0,-2.2,18.4,3.0,1.9455347981171613
MEGA,2020,Q1,96.12,63.65,2.71,2254.49,901640000000.0,0.67,4.26,-2687888000000.0,-385.98,-2.2,18.4,3.0,1.1810526200141727
MEGA,2019,Q4,89.28,66.95,2.68,2231.75,797697000000.0,0.62,4.0,2478208000000.0,355.87,5.1,17.5,3.5,9.012788152619466
MEGA,2019,Q3,70.31,80.33,2.63,2147.03,678372000000.0,0.56,3.27,1421950000000.0,204.19,5.1,17.5,3.5,0.4312172414726384
MEGA,2019,Q2,58.55,94.06,2.67,2062.07,590742000000.0,0.48,2.84,-516264000000.0,-74.14,5.1,17.5,3.5,4.0357018836403915
MEGA,2019,Q1,69.46,75.55,2.5,2098.05,715190000000.0,0.58,3.31,171900000000.0,24.68,5.1,17.5,3.5,13.775650038263718
MEGA,2018,Q4,74.96,61.53,2.33,1979.2,664967000000.0,0.62,3.79,2348293000000.0,337.22,5.3,15.6,3.5,13.953290284898426
MEGA,2018,Q3,56.81,71.24,2.21,1828.09,596444000000.0,0.51,3.11,-6960192000000.0,-999.49,5.3,15.6,3.5,8.312428884603051
MEGA,2018,Q2,49.63,75.5,2.11,1774.16,444200000000.0,0.42,2.8,-1601831000000.0,-230.02,5.3,15.6,3.5,10.277652621736449
MEGA,2018,Q1,48.27,70.19,1.86,1820.1,466942000000.0,0.4,2.65,2876389000000.0,413.05,5.3,15.6,3.5,7.7848157450875
MEGA,2017,Q4,42.84,73.39,1.68,1876.08,0.0,0.36,2.28,3029762000000.0,435.07,5.1,17.1,4.0,11.333259692919478
MEGA,2017,Q3,62.21,45.38,1.52,1851.25,0.0,0.56,3.36,187353000000.0,26.9,5.1,17.1,4.0,0.0
MEGA,2017,Q2,37.34,75.6,1.58,1783.21,0.0,0.36,2.09,25048000000.0,3.6,5.1,17.1,4.0,0.0
MEGA,2017,Q1,44.3,63.72,1.54,1827.39,0.0,0.45,2.42,2050465000000.0,294.45,5.1,17.1,4.0,17.647018590208337
MEGA,2016,Q4,2.38,1008.4,1.36,1761.36,0.0,0.02,0.14,3612674000000.0,518.78,5.1,21.4,4.0,-14.999970931415582
MEGA,2016,Q3,86.37,32.68,1.59,1773.3,0.0,0.97,4.87,-529944000000.0,-76.1,5.1,21.4,4.0,-15.493116899706209
MEGA,2016,Q2,34.27,97.52,1.96,1701.55,0.0,0.37,2.01,-3982529000000.0,-571.89,5.1,21.4,4.0,26.785847763797182
MEGA,2016,Q1,43.26,60.93,1.52,1732.91,0.0,0.45,2.5,3614510000000.0,519.04,5.1,21.4,4.0,-14.504060710957258
MEGA,2015,Q4,29.43,104.72,1.86,1653.87,0.0,0.3,1.78,-1222473000000.0,-175.55,5.2,17.1,4.0,-5.072090107579063
MEGA,2015,Q3,42.16,77.02,3.13,1036.1,0.0,0.48,4.07,-631630000000.0,-90.7,5.2,17.1,4.0,40.815672762737314
MEGA,2015,Q2,25.62,91.88,2.29,1029.9,0.0,0.29,2.49,77451000000.0,11.12,5.2,17.1,4.0,11.36365438127779
MEGA,2015,Q1,53.98,42.72,2.22,1040.34,0.0,0.61,5.19,-3088769000000.0,-443.55,5.2,17.1,4.0,10.000784854060752
NISP,2024,Q3,62.2,21.86,0.78,1740.11,1417728000000.0,0.5,3.57,26798969000000.0,1167.95,5.0,17.1,2.5,7.086614173228346
NISP,2024,Q2,53.34,23.81,0.77,1655.61,1523298000000.0,0.46,3.22,8480884000000.0,369.61,5.0,17.1,2.5,-7.971014492753622
NISP,2024,Q1,50.86,26.94,0.85,1605.58,1579636000000.0,0.46,3.17,14078725000000.0,613.58,5.0,17.1,2.5,16.94915254237288
NISP,2023,Q4,45.22,26.09,0.73,1626.47,1379846000000.0,0.42,2.78,7150873000000.0,311.65,4.9,17.5,3.0,8.256880733944955
NISP,2023,Q3,43.07,25.31,0.7,1568.02,1479851000000.0,0.4,2.75,1546090000000.0,67.38,4.9,17.5,3.0,-8.016877637130802
NISP,2023,Q2,45.13,26.26,0.77,1538.28,1395633000000.0,0.42,2.93,-16950592000000.0,-738.74,4.9,17.5,3.0,54.90196078431373
NISP,2023,Q1,44.88,17.05,0.5,1541.01,1384908000000.0,0.43,2.91,8658465000000.0,377.35,4.9,17.5,3.0,2.0
NISP,2022,Q4,33.95,21.94,0.5,1490.97,1063486000000.0,0.33,2.28,-1910063000000.0,-83.24,5.2,15.5,3.0,4.166666666666666
NISP,2022,Q3,39.16,18.51,0.5,1445.98,1196426000000.0,0.41,2.71,-11564474000000.0,-504.0,5.2,15.5,3.0,12.5
NISP,2022,Q2,44.81,14.17,0.44,1428.89,1366490000000.0,0.46,3.14,14444509000000.0,629.52,5.2,15.5,3.0,-1.5384615384615385
NISP,2022,Q1,27.07,24.01,0.46,1419.13,847092000000.0,0.28,1.91,-13366891000000.0,-582.55,5.2,15.5,3.0,-2.9850746268656714
NISP,2021,Q4,21.12,31.72,0.48,1408.89,565530000000.0,0.23,1.5,4600477000000.0,200.5,3.7,17.9,3.0,-2.898550724637681
NISP,2021,Q3,24.49,27.97,0.49,1386.69,805829000000.0,0.27,1.77,7805484000000.0,340.18,3.7,17.9,3.0,-10.967741935483872
NISP,2021,Q2,41.77,18.55,0.57,1363.35,1358933000000.0,0.48,3.06,-795952000000.0,-34.69,3.7,17.9,3.0,-12.429378531073446
NISP,2021,Q1,22.43,39.23,0.67,1316.17,709883000000.0,0.25,1.7,12798207000000.0,557.77,3.7,17.9,3.0,7.926829268292683
NISP,2020,Q4,6.77,121.12,0.63,1300.01,247919000000.0,0.08,0.52,1280860000000.0,55.82,-2.2,18.4,3.0,12.32876712328767
NISP,2020,Q3,16.72,43.36,0.56,1288.02,539718000000.0,0.19,1.3,3965994000000.0,172.85,-2.2,18.4,3.0,-2.666666666666667
NISP,2020,Q2,33.64,21.85,0.58,1264.66,1037643000000.0,0.42,2.66,5693712000000.0,248.14,-2.2,18.4,3.0,-2.5974025974025974
NISP,2020,Q1,34.47,23.21,0.66,1217.87,1168263000000.0,0.41,2.83,-5976791000000.0,-260.48,-2.2,18.4,3.0,-8.875739644970414
NISP,2019,Q4,31.35,26.95,0.7,1205.68,1000347000000.0,0.4,2.6,4492909000000.0,195.81,5.1,17.5,3.5,-0.5882352941176471
NISP,2019,Q3,29.8,28.36,0.72,1172.69,954031000000.0,0.39,2.54,6195207000000.0,270.0,5.1,17.5,3.5,-5.027932960893855
NISP,2019,Q2,33.59,26.64,0.78,1141.54,1087167000000.0,0.43,2.94,-7761531000000.0,-338.26,5.1,17.5,3.5,-1.6483516483516485
NISP,2019,Q1,33.35,26.99,0.81,1104.8,1047311000000.0,0.43,3.02,1510191000000.0,65.82,5.1,17.5,3.5,6.432748538011696
NISP,2018,Q4,26.36,32.44,0.8,1064.63,850856000000.0,0.35,2.48,9528381000000.0,415.27,5.3,15.6,3.5,3.0120481927710845
NISP,2018,Q3,30.43,27.28,0.81,1025.5,968868000000.0,0.43,2.97,-9103256000000.0,-396.74,5.3,15.6,3.5,-2.923976608187134
NISP,2018,Q2,29.27,29.04,0.86,994.13,931283000000.0,0.39,2.94,3511314000000.0,153.03,5.3,15.6,3.5,-8.799999999999999
NISP,2018,Q1,57.83,32.44,0.96,1951.87,921389000000.0,0.41,2.96,4053844000000.0,353.35,5.3,15.6,3.5,0.0
NISP,2017,Q4,44.19,42.45,0.99,1898.81,0.0,0.33,2.33,-1380438000000.0,-120.32,5.1,17.1,4.0,-1.832460732984293
NISP,2017,Q3,47.01,39.69,1.0,1859.44,0.0,0.36,2.53,1355009000000.0,118.11,5.1,17.1,4.0,6.111111111111111
NISP,2017,Q2,49.4,36.44,1.0,1803.89,0.0,0.4,2.74,-6159768000000.0,-536.91,5.1,17.1,4.0,-0.5524861878453038
NISP,2017,Q1,49.06,38.12,1.06,1757.28,0.0,0.39,2.79,5639180000000.0,491.53,5.1,17.1,4.0,-12.560386473429952
NISP,2016,Q4,37.63,55.01,1.22,1700.27,0.0,0.31,2.21,4295597000000.0,374.42,5.1,21.4,4.0,23.582089552238806
NISP,2016,Q3,38.68,43.33,1.0,1672.07,0.0,0.34,2.31,1082359000000.0,94.34,5.1,21.4,4.0,29.844961240310074
NISP,2016,Q2,39.88,30.74,0.75,1627.76,0.0,0.35,2.45,4318566000000.0,376.42,5.1,21.4,4.0,7.5
NISP,2016,Q1,39.82,29.78,0.8,1475.49,0.0,0.38,2.7,957830000000.0,83.49,5.1,21.4,4.0,-5.88235294117647
NISP,2015,Q4,38.44,33.19,0.89,1430.48,0.0,0.37,2.69,-11696285000000.0,-1019.49,5.2,17.1,4.0,4.081632653061225
NISP,2015,Q3,28.3,43.32,0.88,1385.66,0.0,0.25,2.04,3509307000000.0,305.88,5.2,17.1,4.0,-1.2096774193548387
NISP,2015,Q2,31.62,39.22,0.91,1366.6,0.0,0.3,2.31,-124620000000.0,-10.86,5.2,17.1,4.0,-8.148148148148149
NISP,2015,Q1,32.45,43.14,1.05,1336.26,0.0,0.32,2.43,6780544000000.0,591.02,5.2,17.1,4.0,-0.7352941176470588
NOBU,2024,Q3,13.17,47.08,1.3,478.41,169865000000.0,0.31,2.75,3856457000000.0,515.68,5.0,17.1,2.5,0.0
NOBU,2024,Q2,10.26,59.94,1.33,460.71,150892000000.0,0.25,2.23,-1731973000000.0,-231.6,5.0,17.1,2.5,-18.421052631578945
NOBU,2024,Q1,6.82,109.97,1.66,451.71,111186000000.0,0.17,1.51,1014968000000.0,135.72,5.0,17.1,2.5,2.7027027027027026
NOBU,2023,Q4,4.97,148.89,1.66,445.95,77373000000.0,0.14,1.11,2309135000000.0,308.77,4.9,17.5,3.0,-3.2679738562091507
NOBU,2023,Q3,5.59,137.75,1.75,440.46,70314000000.0,0.17,1.27,-642168000000.0,-85.87,4.9,17.5,3.0,75.141372284164
NOBU,2023,Q2,6.08,77.63,0.76,617.95,82902000000.0,0.14,0.98,216626000000.0,41.0,4.9,17.5,3.0,-7.842433960671778
NOBU,2023,Q1,5.77,87.52,0.84,601.64,60516000000.0,0.14,0.96,-585528000000.0,-110.83,4.9,17.5,3.0,-7.272122551992647
NOBU,2022,Q4,6.17,89.14,1.35,406.89,64646000000.0,0.13,1.52,1935000000.0,0.42,5.2,15.5,3.0,-5.9835191112092065
NOBU,2022,Q3,6.1,90.98,1.43,387.25,60203000000.0,0.13,1.58,-1061905000000.0,-230.73,5.2,15.5,3.0,8.333333333333332
NOBU,2022,Q2,5.23,103.25,1.41,382.14,40991000000.0,0.11,1.37,-90006000000.0,-19.56,5.2,15.5,3.0,-23.404255319148934
NOBU,2022,Q1,5.06,138.34,1.83,382.01,47068000000.0,0.11,1.32,849725000000.0,184.63,5.2,15.5,3.0,-0.7047269751299714
NOBU,2021,Q4,4.1,173.17,1.79,397.64,55887000000.0,0.09,1.03,1624724000000.0,366.1,3.7,17.9,3.0,-33.64474703084303
NOBU,2021,Q3,4.33,243.65,3.02,349.91,50949000000.0,0.12,1.24,-1776206000000.0,-400.23,3.7,17.9,3.0,-11.933861168677055
NOBU,2021,Q2,3.26,368.1,3.47,345.62,32090000000.0,0.09,0.94,3361692000000.0,757.49,3.7,17.9,3.0,63.088033509063344
NOBU,2021,Q1,2.77,268.95,2.2,339.32,26418000000.0,0.08,0.81,-544271000000.0,-122.64,3.7,17.9,3.0,-9.697404460675624
NOBU,2020,Q4,0.93,887.1,2.41,342.47,27063000000.0,0.03,0.27,-426156000000.0,-96.03,-2.2,18.4,3.0,-2.367278330298351
NOBU,2020,Q3,3.77,224.14,2.52,334.76,35606000000.0,0.14,1.13,-1516609000000.0,-341.74,-2.2,18.4,3.0,7.643277178457362
NOBU,2020,Q2,3.74,211.23,2.39,331.16,24968000000.0,0.13,1.13,1146150000000.0,258.26,-2.2,18.4,3.0,-14.20725827316133
NOBU,2020,Q1,3.64,251.37,2.8,326.46,18828000000.0,0.13,1.11,-54230000000.0,-12.22,-2.2,18.4,3.0,2.8085744338721597
NOBU,2019,Q4,2.76,322.46,2.7,329.98,27050000000.0,0.09,0.84,-1884455000000.0,-424.63,5.1,17.5,3.5,1.7142786871134026
NOBU,2019,Q3,3.18,276.73,2.67,329.19,26909000000.0,0.12,0.97,179577000000.0,40.46,5.1,17.5,3.5,-3.8453806950537546
NOBU,2019,Q2,2.43,360.08,2.69,325.54,22663000000.0,0.09,0.75,151974000000.0,34.24,5.1,17.5,3.5,3.999163766494103
NOBU,2019,Q1,1.95,512.82,3.11,321.65,18680000000.0,0.07,0.6,-571958000000.0,-128.88,5.1,17.5,3.5,-12.499327472480182
NOBU,2018,Q4,1.92,520.83,3.14,318.7,20134000000.0,0.07,0.6,1936762000000.0,436.41,5.3,15.6,3.5,8.108139548410367
NOBU,2018,Q3,3.09,299.35,2.94,314.39,29687100344.0,0.13,0.98,-784267000000.0,-176.72,5.3,15.6,3.5,-2.1167816720184045
NOBU,2018,Q2,2.17,435.48,3.03,312.25,37013899656.0,0.1,0.69,520846000000.0,117.36,5.3,15.6,3.5,3.8465631614421327
NOBU,2018,Q1,2.91,312.71,2.87,316.55,26929000000.0,0.12,0.92,-1489759000000.0,-335.69,5.3,15.6,3.5,-5.208706958393104
NOBU,2017,Q4,2.9,331.03,3.06,313.65,0.0,0.12,0.92,1564629000000.0,352.56,5.1,17.1,4.0,8.474576271186432
NOBU,2017,Q3,1.78,500.0,2.86,311.36,0.0,0.1,0.57,-1530386000000.0,-344.84,5.1,17.1,4.0,-1.6666666666666596
NOBU,2017,Q2,1.69,532.54,2.92,307.76,0.0,0.08,0.55,1006942000000.0,226.9,5.1,17.1,4.0,1.1231879677431011
NOBU,2017,Q1,1.52,585.53,2.92,304.62,0.0,0.07,0.5,-257562000000.0,-58.04,5.1,17.1,4.0,17.106287785470563
NOBU,2016,Q4,1.57,484.08,2.53,300.09,0.0,0.08,0.52,-151306000000.0,-34.09,5.1,21.4,4.0,65.21789983391423
NOBU,2016,Q3,1.66,269.88,1.47,304.81,0.0,0.09,0.55,368703000000.0,83.08,5.1,21.4,4.0,3.1388728044778977
NOBU,2016,Q2,2.08,214.42,1.48,300.38,0.0,0.12,0.69,780982000000.0,175.98,5.1,21.4,4.0,-9.899569583931125
NOBU,2016,Q1,1.51,329.8,1.68,296.08,0.0,0.09,0.51,-510826000000.0,-115.11,5.1,21.4,4.0,9.512926724753603
NOBU,2015,Q4,1.15,393.04,1.64,275.94,0.0,0.07,0.42,105172000000.0,24.39,5.2,17.1,4.0,-38.08169101280936
NOBU,2015,Q3,1.56,471.15,2.75,267.45,0.0,0.11,0.59,569090000000.0,132.0,5.2,17.1,4.0,-3.947387050644919
NOBU,2015,Q2,0.75,1000.0,2.76,272.1,0.0,0.06,0.28,-583389000000.0,-135.32,5.2,17.1,4.0,-6.749316750505012
NOBU,2015,Q1,0.75,1086.67,2.96,274.88,0.0,0.05,0.27,37624000000.0,8.73,5.2,17.1,4.0,7.23782015885826
PNBN,2024,Q3,37.85,42.93,0.75,2165.49,1340540000000.0,0.4,1.75,9744443000000.0,404.54,5.0,17.1,2.5,41.30434782608695
PNBN,2024,Q2,24.45,46.83,0.54,2108.91,805596000000.0,0.27,1.16,-2479639000000.0,-102.94,5.0,17.1,2.5,0.0
PNBN,2024,Q1,28.53,40.31,0.55,2091.61,1135736000000.0,0.31,1.36,4574670000000.0,189.92,5.0,17.1,2.5,-4.958677685950414
PNBN,2023,Q4,4.83,250.52,0.59,2063.5,232961000000.0,0.05,0.23,220455000000.0,9.15,4.9,17.5,3.0,-3.2
PNBN,2023,Q3,28.07,44.53,0.6,2070.59,1041368000000.0,0.32,1.36,-936702000000.0,-38.89,4.9,17.5,3.0,14.15525114155251
PNBN,2023,Q2,47.75,22.72,0.53,2055.38,1923277000000.0,0.55,2.32,444220000000.0,18.44,4.9,17.5,3.0,-23.426573426573427
PNBN,2023,Q1,24.47,58.44,0.72,1993.76,953262000000.0,0.29,1.23,3841577000000.0,159.48,4.9,17.5,3.0,-8.333333333333332
PNBN,2022,Q4,26.0,59.23,0.78,1967.85,1065299000000.0,0.29,1.32,-2447942000000.0,-101.63,5.2,15.5,3.0,-25.71428571428571
PNBN,2022,Q3,35.4,60.17,1.11,1917.38,1341304000000.0,0.43,1.85,1986359000000.0,82.46,5.2,15.5,3.0,26.888217522658607
