emiten_code,year,date,eps,per,pbv,bvps,ebitda,roa,roe,fcf,fcf_ps,gdp_forecast,political_stability,inflation_forecast,return
BSIM,2016,Q3,8.29,96.5,2.75,290.53,0.0,0.44,2.85,148517000000.0,9.74,5.1,21.4,4.0,50.943396226415096
BSIM,2016,Q2,5.84,90.75,1.88,282.02,0.0,0.32,2.07,-1544733000000.0,-101.29,5.1,21.4,4.0,15.217391304347828
BSIM,2016,Q1,7.19,68.15,1.83,267.12,0.0,0.36,2.69,363711000000.0,25.7,5.1,21.4,4.0,16.751269035532996
BSIM,2015,Q4,1.45,271.72,1.52,259.3,0.0,0.07,0.56,-259468000000.0,-18.33,5.2,17.1,4.0,-19.591836734693878
BSIM,2015,Q3,6.38,76.8,2.07,236.24,0.0,0.32,2.7,1512444000000.0,107.3,5.2,17.1,4.0,32.075471698113205
BSIM,2015,Q2,1.96,191.33,1.63,230.34,0.0,0.11,0.85,588563000000.0,41.79,5.2,17.1,4.0,-8.620689655172415
BSIM,2015,Q1,3.34,121.56,1.78,228.53,0.0,0.22,1.46,-44248000000.0,-3.15,5.2,17.1,4.0,19.76401179941003
BSWD,2024,Q3,4.68,641.03,3.23,929.98,26516562603.0,0.26,0.5,-326411126100.0,-88.49,5.0,17.1,2.5,-3.225806451612903
BSWD,2024,Q2,7.36,421.2,3.35,925.3,36683984285.0,0.38,0.8,615996259527.0,166.99,5.0,17.1,2.5,0.6493506493506493
BSWD,2024,Q1,2.09,1473.68,3.36,917.94,11694029095.0,0.12,0.23,43974115781.0,11.92,5.0,17.1,2.5,147.3895582329317
BSWD,2023,Q4,4.75,262.11,1.36,915.85,21083129423.0,0.29,0.52,-11255580999.0,-3.05,4.9,17.5,3.0,4.842105263157895
BSWD,2023,Q3,2.76,429.35,1.3,910.85,16707949209.0,0.16,0.3,-730002099316.0,-197.89,4.9,17.5,3.0,0.0
BSWD,2023,Q2,3.77,314.32,0.84,1403.75,14033477406.0,0.15,0.27,-246955349502.0,-103.38,4.9,17.5,3.0,0.0
BSWD,2023,Q1,5.07,271.2,0.98,1399.98,17691280900.0,0.2,0.36,-73914065357.0,-30.94,4.9,17.5,3.0,0.0
BSWD,2022,Q4,2.91,472.51,0.99,1394.91,-3199021357.0,0.11,0.21,-368258550064.0,-154.16,5.2,15.5,3.0,0.0
BSWD,2022,Q3,-3.42,-402.05,0.94,1460.53,-10989985546.0,-0.1,-0.23,-49552365281.0,-35.68,5.2,15.5,3.0,0.0
BSWD,2022,Q2,5.16,339.15,1.2,1463.95,10493645830.0,0.16,0.35,160103249634.0,115.28,5.2,15.5,3.0,0.0
BSWD,2022,Q1,5.19,337.19,1.19,1469.84,10572543882.0,0.17,0.35,-28024151201.0,-20.18,5.2,15.5,3.0,0.0
BSWD,2021,Q4,-37.84,-46.25,1.2,1453.59,-50249940073.0,-1.24,-2.6,51881003725.0,37.36,3.7,17.9,3.0,0.0
BSWD,2021,Q3,0.67,2611.94,2.28,767.69,2611868174.0,0.03,0.09,-223210649844.0,-160.72,3.7,17.9,3.0,0.0
BSWD,2021,Q2,1.62,1080.25,2.28,767.03,4659398441.0,0.06,0.21,2006083077.0,1.44,3.7,17.9,3.0,0.0
BSWD,2021,Q1,3.84,455.73,2.14,818.95,8029058674.0,0.15,0.47,-66871207151.0,-48.15,3.7,17.9,3.0,0.0
BSWD,2020,Q4,-56.45,-31.0,2.3,761.57,6983239760.0,-2.11,-7.41,-71804927784.0,-51.7,-2.2,18.4,3.0,0.0
BSWD,2020,Q3,0.59,2966.1,2.16,811.33,424302969.0,0.02,0.07,83921194703.0,60.43,-2.2,18.4,3.0,0.0
BSWD,2020,Q2,1.0,1750.0,2.16,810.74,3495635590.0,0.04,0.12,-178314872170.0,-128.39,-2.2,18.4,3.0,0.0
BSWD,2020,Q1,4.03,434.24,2.16,809.74,9447391462.0,0.14,0.5,56590125377.0,40.75,-2.2,18.4,3.0,0.0
BSWD,2019,Q4,12.15,144.03,2.09,837.46,29539425047.0,0.42,1.45,-82614673133.0,-59.49,5.1,17.5,3.5,0.0
BSWD,2019,Q3,2.04,857.84,2.12,825.99,-25586903175.0,0.07,0.25,477701515422.0,343.97,5.1,17.5,3.5,0.0
BSWD,2019,Q2,0.99,1767.68,2.12,823.95,6124248661.0,0.04,0.12,-48009291651.0,-34.57,5.1,17.5,3.5,0.0
BSWD,2019,Q1,7.11,246.13,2.13,822.97,14475379999.0,0.26,0.86,90185556172.0,64.94,5.1,17.5,3.5,0.0
BSWD,2018,Q4,-17.46,-100.23,2.15,813.82,-28034699941.0,-0.62,-2.15,-359569194476.0,-258.91,5.3,15.6,3.5,0.0
BSWD,2018,Q3,9.83,178.03,2.09,835.68,20181936521.0,0.31,1.18,-10969062461.0,-7.9,5.3,15.6,3.5,0.0
BSWD,2018,Q2,6.58,265.96,2.12,826.95,13682983004.0,0.2,0.8,-157577153380.0,-113.46,5.3,15.6,3.5,0.0
BSWD,2018,Q1,8.17,214.2,2.13,823.09,16368145418.0,0.25,0.99,34003431562.0,24.48,5.3,15.6,3.5,0.8646757041416151
BSWD,2017,Q4,-46.14,-37.6,2.13,816.3,0.0,-1.41,-5.65,-6670883380.0,-4.86,5.1,17.1,4.0,8.437796464986036
BSWD,2017,Q3,-81.7,-19.58,1.54,1036.17,0.0,-1.9,-7.89,112871855775.0,108.36,5.1,17.1,4.0,-20.000147368731305
BSWD,2017,Q2,1.46,1507.53,2.03,1084.49,0.0,0.04,0.13,-357417744412.0,-343.14,5.1,17.1,4.0,-14.53024825866259
BSWD,2017,Q1,19.07,122.76,2.16,1085.04,0.0,0.49,1.76,-125336040833.0,-120.33,5.1,17.1,4.0,14.146664078730758
BSWD,2016,Q4,8.29,247.29,1.93,1063.96,0.0,0.2,0.78,-103547755634.0,-99.41,5.1,21.4,4.0,-1.4425086614284892
BSWD,2016,Q3,-23.23,-89.54,1.97,1056.95,0.0,-0.52,-2.2,-559942393839.0,-537.58,5.1,21.4,4.0,-7.142763157894732
BSWD,2016,Q2,-81.1,-27.62,3.73,600.25,0.0,-1.78,-13.51,-293898941718.0,-282.16,5.1,21.4,4.0,-22.491293018607188
BSWD,2016,Q1,-388.8,-7.43,4.24,681.46,0.0,-7.66,-57.05,-41788596256.0,-40.12,5.1,21.4,4.0,-19.61048756692055
BSWD,2015,Q4,-70.13,-51.26,3.36,1070.36,0.0,-1.2,-6.55,-290523461356.0,-278.92,5.2,17.1,4.0,-18.665417482137435
BSWD,2015,Q3,-18.83,-234.73,3.58,1233.34,0.0,-0.26,-1.53,-193899109166.0,-223.39,5.2,17.1,4.0,204.82757919770717
BSWD,2015,Q2,2.87,505.23,1.16,1252.29,0.0,0.04,0.23,566629574849.0,652.8,5.2,17.1,4.0,-70.85420437277281
BSWD,2015,Q1,48.66,109.97,4.28,1249.54,0.0,0.73,3.89,-199903516434.0,-230.3,5.2,17.1,4.0,352.27147890626054
BTPN,2024,Q3,70.79,33.48,0.54,4403.41,1507468000000.0,0.33,1.61,-7294479000000.0,-685.19,5.0,17.1,2.5,4.867256637168142
BTPN,2024,Q2,65.44,34.54,0.52,4331.13,1364709000000.0,0.3,1.51,9031682000000.0,848.37,5.0,17.1,2.5,-14.393939393939394
BTPN,2024,Q1,51.09,51.09,0.61,4270.9,968312000000.0,0.23,1.2,2348843000000.0,220.63,5.0,17.1,2.5,0.7633587786259541
BTPN,2023,Q4,32.47,80.69,0.55,4744.87,574243000000.0,0.13,0.68,-1305778000000.0,-160.24,4.9,17.5,3.0,-2.2388059701492535
BTPN,2023,Q3,77.57,34.81,0.57,4715.85,1103188000000.0,0.32,1.64,7749104000000.0,950.91,4.9,17.5,3.0,-1.107011070110701
BTPN,2023,Q2,80.55,33.64,0.58,4635.91,1158679000000.0,0.34,1.74,-7925030000000.0,-972.5,4.9,17.5,3.0,8.4
BTPN,2023,Q1,98.81,25.3,0.54,4628.53,1391072000000.0,0.39,2.13,-1130883000000.0,-138.77,4.9,17.5,3.0,-5.660377358490567
BTPN,2022,Q4,83.18,31.86,0.59,4528.92,1269389000000.0,0.32,1.84,15433679000000.0,1893.91,5.2,15.5,3.0,7.28744939271255
BTPN,2022,Q3,91.14,26.99,0.55,4445.71,1334334000000.0,0.37,2.05,-3478779000000.0,-426.89,5.2,15.5,3.0,-1.2
BTPN,2022,Q2,113.31,22.06,0.57,4363.19,1553472000000.0,0.47,2.6,-9878924000000.0,-1212.27,5.2,15.5,3.0,-6.367041198501873
BTPN,2022,Q1,92.25,28.94,0.63,4257.85,1335270000000.0,0.39,2.17,-6686430000000.0,-820.51,5.2,15.5,3.0,1.9083969465648856
BTPN,2021,Q4,75.91,34.51,0.63,4167.97,1173116000000.0,0.32,1.82,7229642000000.0,887.17,3.7,17.9,3.0,-5.415162454873646
BTPN,2021,Q3,49.74,55.69,0.68,4086.54,861864000000.0,0.22,1.22,5956113000000.0,731.16,3.7,17.9,3.0,-4.482758620689655
BTPN,2021,Q2,82.19,35.04,0.71,4032.32,1237792000000.0,0.38,2.04,-67300000000.0,-8.26,3.7,17.9,3.0,2.112676056338028
BTPN,2021,Q1,119.16,23.83,0.72,3945.95,1614724000000.0,0.56,3.02,-187197000000.0,-22.97,3.7,17.9,3.0,-8.681672025723474
BTPN,2020,Q4,25.14,123.71,0.81,3830.65,648996000000.0,0.11,0.66,13178985000000.0,1617.27,-2.2,18.4,3.0,44.651162790697676
BTPN,2020,Q3,52.49,40.96,0.57,3798.98,828059000000.0,0.23,1.38,12566613000000.0,1542.12,-2.2,18.4,3.0,0.0
BTPN,2020,Q2,44.74,48.28,0.58,3728.78,685966000000.0,0.2,1.2,-47037000000.0,-5.77,-2.2,18.4,3.0,12.56544502617801
BTPN,2020,Q1,92.3,20.69,0.52,3679.6,1410496000000.0,0.38,2.51,-7229117000000.0,-887.12,-2.2,18.4,3.0,-41.23076923076923
BTPN,2019,Q4,76.79,42.32,0.89,3665.27,1203971000000.0,0.34,2.09,-6100587000000.0,-748.64,5.1,17.5,3.5,0.0
BTPN,2019,Q3,87.44,37.17,0.89,3657.5,1271278000000.0,0.39,2.39,2329790000000.0,285.9,5.1,17.5,3.5,-10.46831955922865
BTPN,2019,Q2,89.29,40.54,1.01,3569.18,1268683000000.0,0.39,2.5,22207827000000.0,2725.25,5.1,17.5,3.5,-0.27472527472527475
BTPN,2019,Q1,62.17,57.91,1.03,3490.87,965135000000.0,0.26,1.78,-30732650000000.0,-3771.38,5.1,17.5,3.5,5.813953488372093
BTPN,2018,Q4,59.11,58.2,1.11,3107.29,714879000000.0,0.34,1.9,5796496000000.0,990.58,5.3,15.6,3.5,-8.02139037433155
BTPN,2018,Q3,90.66,41.25,1.24,3009.74,949471000000.0,0.54,3.01,-2945776000000.0,-503.47,5.3,15.6,3.5,-7.196029776674938
BTPN,2018,Q2,95.29,41.98,1.37,2917.65,1011329000000.0,0.56,3.27,3143524000000.0,538.1,5.3,15.6,3.5,19.230769230769234
BTPN,2018,Q1,91.65,36.55,1.14,2926.2,927765000000.0,0.56,3.13,-1791408000000.0,-306.73,5.3,15.6,3.5,37.39837398373984
BTPN,2017,Q4,-24.96,-98.56,0.87,2830.25,0.0,-0.15,-0.88,1715753000000.0,293.78,5.1,17.1,4.0,-2.766798418972332
BTPN,2017,Q3,73.89,34.51,0.89,2856.3,0.0,0.46,2.59,-2514766000000.0,-430.59,5.1,17.1,4.0,1.2
BTPN,2017,Q2,78.27,31.69,0.89,2779.53,0.0,0.47,2.82,164889000000.0,28.23,5.1,17.1,4.0,-9.090909090909092
BTPN,2017,Q1,81.86,33.35,1.01,2698.56,0.0,0.51,3.03,1436248000000.0,245.92,5.1,17.1,4.0,4.166666666666666
BTPN,2016,Q4,60.46,43.67,0.97,2711.84,0.0,0.39,2.23,878219000000.0,150.37,5.1,21.4,4.0,3.5294117647058822
BTPN,2016,Q3,82.44,31.05,0.97,2651.95,0.0,0.56,3.11,-1545392000000.0,-264.61,5.1,21.4,4.0,2.0
BTPN,2016,Q2,83.66,29.52,0.96,2566.55,0.0,0.56,3.26,3752116000000.0,642.45,5.1,21.4,4.0,-11.032028469750891
BTPN,2016,Q1,73.44,38.13,1.12,2493.81,0.0,0.51,2.94,-706977000000.0,-121.05,5.1,21.4,4.0,17.083333333333332
BTPN,2015,Q4,56.04,42.83,1.03,2324.55,0.0,0.4,2.41,747607000000.0,128.01,5.2,17.1,4.0,-17.525773195876287
BTPN,2015,Q3,76.38,38.1,1.29,2264.5,0.0,0.56,3.37,2262772000000.0,387.44,5.2,17.1,4.0,-15.65217391304348
BTPN,2015,Q2,75.54,45.34,1.57,2185.27,0.0,0.56,3.46,-758098000000.0,-129.8,5.2,17.1,4.0,-18.246445497630333
BTPN,2015,Q1,83.44,50.58,2.0,2105.71,0.0,0.64,3.96,616601000000.0,105.58,5.2,17.1,4.0,6.8354430379746836
BVIC,2024,Q3,0.42,197.62,0.34,247.36,121302675000.0,0.02,0.17,-736023938000.0,-46.44,5.0,17.1,2.5,16.666666666666664
BVIC,2024,Q2,2.56,27.73,0.29,245.11,68563845000.0,0.14,1.04,-864441158000.0,-54.54,5.0,17.1,2.5,-14.285714285714285
BVIC,2024,Q1,2.1,40.0,0.35,243.37,63841561000.0,0.11,0.86,-346955880000.0,-21.89,5.0,17.1,2.5,-15.151515151515152
BVIC,2023,Q4,-0.84,-117.86,0.41,241.34,-8526819000.0,-0.04,-0.35,1107200140000.0,69.86,4.9,17.5,3.0,-1.0
BVIC,2023,Q3,2.57,38.52,0.41,241.74,76466923000.0,0.15,1.06,86568148000.0,5.46,4.9,17.5,3.0,-0.9900990099009901
BVIC,2023,Q2,1.78,53.37,0.4,240.41,68930583000.0,0.11,0.74,495848137000.0,31.29,4.9,17.5,3.0,7.446808510638298
BVIC,2023,Q1,2.91,31.96,0.39,236.96,60802396000.0,0.18,1.23,-426503842000.0,-26.91,4.9,17.5,3.0,-12.149532710280374
BVIC,2022,Q4,6.82,15.69,0.46,233.49,181665441000.0,0.42,2.92,513768300000.0,32.42,5.2,15.5,3.0,-13.709677419354838
BVIC,2022,Q3,3.61,34.35,0.48,256.13,104043252000.0,0.19,1.41,642582830000.0,49.28,5.2,15.5,3.0,-6.0606060606060606
BVIC,2022,Q2,4.73,27.91,0.42,310.6,86798607000.0,0.2,1.52,-1216003564000.0,-115.95,5.2,15.5,3.0,-24.137931034482758
BVIC,2022,Q1,2.05,83.9,0.6,285.04,56860196000.0,0.08,0.72,1109177611000.0,105.77,5.2,15.5,3.0,-13.861386138613863
BVIC,2021,Q4,-15.4,-13.25,0.71,287.44,-137383436000.0,-0.65,-5.36,-1010172952000.0,-96.32,3.7,17.9,3.0,33.77483443708609
BVIC,2021,Q3,1.06,142.45,0.53,283.96,10115032000.0,0.04,0.37,87425770000.0,9.17,3.7,17.9,3.0,-5.625
BVIC,2021,Q2,2.24,70.54,0.56,281.71,29520647000.0,0.09,0.79,-155506684000.0,-16.3,3.7,17.9,3.0,-5.88235294117647
BVIC,2021,Q1,1.23,138.21,0.61,278.67,31137311000.0,0.05,0.44,-1169722899000.0,-130.67,3.7,17.9,3.0,49.122807017543856
BVIC,2020,Q4,-29.13,-3.91,0.39,295.39,-236252207000.0,-0.99,-9.86,1948437700000.0,217.66,-2.2,18.4,3.0,78.125
BVIC,2020,Q3,0.06,1050.0,0.21,305.44,1302693000.0,0.0,0.02,682794077000.0,76.27,-2.2,18.4,3.0,-4.477611940298507
BVIC,2020,Q2,0.12,566.67,0.22,309.0,11983302000.0,0.0,0.04,-1729560501000.0,-193.2,-2.2,18.4,3.0,15.517241379310345
BVIC,2020,Q1,0.78,73.08,0.19,295.41,6510057000.0,0.03,0.26,-882273951000.0,-98.56,-2.2,18.4,3.0,-30.952380952380953
BVIC,2019,Q4,-5.49,-15.3,0.25,333.61,-56189849000.0,-0.16,-1.65,-890999630000.0,-99.53,5.1,17.5,3.5,-53.072625698324025
BVIC,2019,Q3,0.28,617.86,0.51,336.21,7860229000.0,0.01,0.08,721857142000.0,80.64,5.1,17.5,3.5,6.547619047619048
BVIC,2019,Q2,1.17,144.44,0.5,335.8,23711593000.0,0.04,0.35,7875690000.0,0.88,5.1,17.5,3.5,0.0
BVIC,2019,Q1,2.59,64.48,0.51,330.66,24022806000.0,0.08,0.78,-989859902000.0,-114.16,5.1,17.5,3.5,-11.578947368421053
BVIC,2018,Q4,1.64,115.85,0.59,323.61,-45062191000.0,0.05,0.51,1159747098000.0,133.75,5.3,15.6,3.5,-3.061224489795918
BVIC,2018,Q3,0.48,406.25,0.61,319.79,4323151344.0,0.02,0.15,-1528958693000.0,-176.33,5.3,15.6,3.5,-12.5
BVIC,2018,Q2,0.41,546.34,0.7,321.85,-17489936344.0,0.01,0.13,-247810797000.0,-28.58,5.3,15.6,3.5,-1.7543859649122806
BVIC,2018,Q1,6.59,34.6,0.69,331.22,69897981000.0,0.19,1.99,-754446499000.0,-87.01,5.3,15.6,3.5,-3.389830508474576
BVIC,2017,Q4,-4.32,-54.63,0.72,328.26,0.0,-0.13,-1.32,1920865414000.0,221.53,5.1,17.1,4.0,12.380952380952381
BVIC,2017,Q3,5.01,40.72,0.61,332.53,0.0,0.15,1.51,234624834000.0,27.06,5.1,17.1,4.0,-28.57142857142857
BVIC,2017,Q2,7.09,41.47,0.91,322.74,0.0,0.23,2.2,-2238514661000.0,-258.16,5.1,17.1,4.0,164.86486486486487
BVIC,2017,Q1,7.92,14.27,0.36,314.81,0.0,0.26,2.52,1482158407000.0,170.93,5.1,17.1,4.0,3.7383177570093453
BVIC,2016,Q4,12.06,8.87,0.32,332.83,0.0,0.37,3.62,1714264187000.0,217.25,5.1,21.4,4.0,8.080808080808081
BVIC,2016,Q3,0.31,319.35,0.35,284.1,0.0,0.01,0.11,-1773611175000.0,-224.77,5.1,21.4,4.0,-4.807692307692308
BVIC,2016,Q2,-3.21,-32.09,0.36,285.29,0.0,-0.1,-1.13,354286831000.0,45.4,5.1,21.4,4.0,-5.454545454545454
BVIC,2016,Q1,3.9,28.21,0.36,302.61,0.0,0.12,1.29,494459219000.0,69.26,5.1,21.4,4.0,4.761904761904762
BVIC,2015,Q4,-2.09,-50.24,0.35,296.07,0.0,-0.06,-0.71,581886377000.0,81.51,5.2,17.1,4.0,12.903225806451612
BVIC,2015,Q3,3.44,27.03,0.31,299.33,0.0,0.11,1.15,1112013715000.0,155.76,5.2,17.1,4.0,-21.84873949579832
BVIC,2015,Q2,7.29,16.05,0.45,257.74,0.0,0.26,2.83,-150305304000.0,-21.05,5.2,17.1,4.0,-0.8333333333333334
BVIC,2015,Q1,4.54,26.43,0.48,252.3,0.0,0.15,1.8,-1003463027000.0,-140.56,5.2,17.1,4.0,0.0
DNAR,2024,Q3,0.92,92.39,0.4,212.31,30396867433.0,0.14,0.43,-1431861109.0,-0.08,5.0,17.1,2.5,4.0
DNAR,2024,Q2,0.76,100.0,0.36,211.4,25052203682.0,0.11,0.36,370422925446.0,21.74,5.0,17.1,2.5,-35.8974358974359
DNAR,2024,Q1,0.25,464.0,0.55,210.16,15832927096.0,0.04,0.12,-244390977053.0,-14.34,5.0,17.1,2.5,-3.3057851239669422
DNAR,2023,Q4,0.47,257.45,0.58,210.38,20957776037.0,0.07,0.22,208701257857.0,12.25,4.9,17.5,3.0,-4.724409448818897
DNAR,2023,Q3,0.54,235.19,0.61,209.73,22070184242.0,0.08,0.26,292106493732.0,17.14,4.9,17.5,3.0,6.722689075630252
DNAR,2023,Q2,0.38,331.58,0.6,209.17,15544192258.0,0.06,0.18,-526611981301.0,-30.91,4.9,17.5,3.0,-10.526315789473683
DNAR,2023,Q1,0.29,462.07,0.64,208.91,15441160619.0,0.05,0.14,526560186700.0,30.91,4.9,17.5,3.0,-21.301775147928996
DNAR,2022,Q4,0.17,1000.0,0.82,208.5,16135809887.0,0.03,0.08,-762577963356.0,-44.76,5.2,15.5,3.0,0.0
DNAR,2022,Q3,0.36,469.44,0.78,216.38,16803388679.0,0.05,0.17,105369600658.0,7.47,5.2,15.5,3.0,-9.62566844919786
DNAR,2022,Q2,0.16,1168.75,0.87,216.02,16993740187.0,0.03,0.07,120607841592.0,8.55,5.2,15.5,3.0,-26.37795275590551
DNAR,2022,Q1,0.21,1200.0,1.17,215.69,15249972025.0,0.04,0.1,-464965965746.0,-32.98,5.2,15.5,3.0,-15.333333333333332
DNAR,2021,Q4,0.44,663.64,1.35,215.58,18627053737.0,0.08,0.2,281531008622.0,19.97,3.7,17.9,3.0,7.913669064748201
DNAR,2021,Q3,0.55,505.45,1.27,219.2,20745082842.0,0.09,0.25,-328877420126.0,-28.44,3.7,17.9,3.0,34.95145631067961
DNAR,2021,Q2,-0.25,-824.0,0.94,218.65,15083760846.0,-0.04,-0.11,279810700416.0,24.2,3.7,17.9,3.0,8.994708994708994
DNAR,2021,Q1,0.67,282.09,0.86,219.05,20236856474.0,0.12,0.31,-87902817974.0,-7.6,3.7,17.9,3.0,9.248554913294797
DNAR,2020,Q4,-0.47,-368.09,0.79,218.11,19547444473.0,-0.09,-0.21,2965171207.0,0.26,-2.2,18.4,3.0,-17.49332315909958
DNAR,2020,Q3,0.4,490.0,0.86,227.01,21979085462.0,0.07,0.18,239257820116.0,26.95,-2.2,18.4,3.0,28.9941556444171
DNAR,2020,Q2,0.71,238.03,0.75,226.5,12195304172.0,0.13,0.32,-172571776132.0,-19.44,-2.2,18.4,3.0,-32.93588579915834
DNAR,2020,Q1,0.38,710.53,1.19,225.95,15157334655.0,0.07,0.17,-664397276337.0,-74.85,-2.2,18.4,3.0,6.775330396475769
DNAR,2019,Q4,-3.56,-66.29,0.74,318.82,-21571202107.0,-0.44,-1.12,371925382664.0,58.65,5.1,17.5,3.5,2.362914862914867
DNAR,2019,Q3,0.74,324.32,0.99,242.96,10830198814.0,0.1,0.31,-391929561436.0,-61.8,5.1,17.5,3.5,-9.923230025589994
DNAR,2019,Q2,-0.11,-2327.27,1.21,211.1,1817222789.0,-0.01,-0.05,-34507180561.0,-15.34,5.1,17.5,3.5,4.797377830750898
DNAR,2019,Q1,0.51,480.39,1.16,211.21,7804060774.0,0.05,0.24,-185778230440.0,-82.57,5.1,17.5,3.5,-9.419703103913642
DNAR,2018,Q4,5.58,48.39,1.28,210.69,-5589711764.0,0.5,2.65,347734427082.0,154.55,5.3,15.6,3.5,3.7607521504301
DNAR,2018,Q3,0.94,319.15,1.45,206.82,-6124246263.0,0.09,0.45,-62752400080.0,-27.89,5.3,15.6,3.5,-8.27522935779817
DNAR,2018,Q2,1.62,164.81,1.3,205.84,14668826321.0,0.15,0.79,-442490478.0,-0.2,5.3,15.6,3.5,3.5688495306145667
DNAR,2018,Q1,0.67,437.31,1.43,204.26,2631438376.0,0.06,0.33,-22202160689.0,-9.87,5.3,15.6,3.5,0.0
DNAR,2017,Q4,1.88,145.21,1.34,203.59,0.0,0.17,0.93,130360748294.0,57.94,5.1,17.1,4.0,0.0
DNAR,2017,Q3,-0.45,-568.89,1.27,201.62,0.0,-0.04,-0.22,-93519633072.0,-41.56,5.1,17.1,4.0,-7.893999859973398
DNAR,2017,Q2,1.39,199.28,1.38,201.3,0.0,0.14,0.69,75993171898.0,33.77,5.1,17.1,4.0,-3.7955073586367094
DNAR,2017,Q1,1.65,187.27,1.55,199.91,0.0,0.17,0.82,24671508060.0,10.97,5.1,17.1,4.0,31.664597374955655
DNAR,2016,Q4,2.51,93.63,1.19,198.26,0.0,0.24,1.27,-3685205994.0,-1.64,5.1,21.4,4.0,71.43291524135309
DNAR,2016,Q3,0.95,160.0,0.78,195.61,0.0,0.1,0.48,28245685333.0,12.55,5.1,21.4,4.0,2.9423272556538107
DNAR,2016,Q2,0.98,143.88,0.72,194.66,0.0,0.11,0.5,-98245692773.0,-43.66,5.1,21.4,4.0,21.427213987077167
DNAR,2016,Q1,1.38,78.99,0.56,193.69,0.0,0.15,0.71,-140290278415.0,-62.35,5.1,21.4,4.0,-0.8852891316632246
DNAR,2015,Q4,2.16,50.93,0.57,192.3,0.0,0.23,1.12,213903593982.0,95.07,5.2,17.1,4.0,-10.320945945945944
DNAR,2015,Q3,1.5,81.33,0.64,190.3,0.0,0.18,0.79,-95107165834.0,-42.27,5.2,17.1,4.0,-3.8180341186027524
DNAR,2015,Q2,1.51,82.78,0.66,188.8,0.0,0.18,0.8,73042137920.0,32.46,5.2,17.1,4.0,-17.609263101532697
DNAR,2015,Q1,1.07,145.79,0.83,187.3,0.0,0.14,0.57,-46129297914.0,-20.5,5.2,17.1,4.0,-18.037193482911842
INPC,2024,Q3,2.79,24.37,0.32,212.69,69807000000.0,0.2,1.31,-447409000000.0,-22.12,5.0,17.1,2.5,17.24137931034483
INPC,2024,Q2,1.67,34.73,0.28,209.63,45653000000.0,0.12,0.79,3006589000000.0,-0.17,5.0,17.1,2.5,-15.942028985507244
INPC,2024,Q1,1.82,37.91,0.33,208.24,47094000000.0,0.14,0.87,1324237000000.0,65.48,5.0,17.1,2.5,-5.47945205479452
INPC,2023,Q4,1.04,70.19,0.35,206.25,110628000000.0,0.08,0.5,-7276000000.0,-0.36,4.9,17.5,3.0,-3.9473684210526314
INPC,2023,Q3,1.89,39.15,0.36,203.88,52996000000.0,0.16,0.93,980146000000.0,48.47,4.9,17.5,3.0,13.432835820895523
INPC,2023,Q2,2.66,25.19,0.33,202.88,63444000000.0,0.22,1.31,264227000000.0,13.07,4.9,17.5,3.0,1.5151515151515151
INPC,2023,Q1,1.67,39.52,0.33,199.77,36371000000.0,0.14,0.83,-1787256000000.0,-88.38,4.9,17.5,3.0,-7.042253521126761
INPC,2022,Q4,-1.28,-55.47,0.36,198.01,17478000000.0,-0.1,-0.64,-351424000000.0,-17.38,5.2,15.5,3.0,-15.476190476190476
INPC,2022,Q3,2.03,41.38,0.42,198.22,52273000000.0,0.15,1.02,-246902000000.0,-12.21,5.2,15.5,3.0,-8.695652173913043
INPC,2022,Q2,0.86,108.14,0.47,196.41,19285000000.0,0.06,0.44,-238317000000.0,-11.78,5.2,15.5,3.0,-13.20754716981132
INPC,2022,Q1,1.11,95.5,0.54,196.2,30038000000.0,0.08,0.56,1430188000000.0,70.72,5.2,15.5,3.0,-16.535433070866144
INPC,2021,Q4,-9.57,-13.27,0.65,195.51,-189855000000.0,-0.74,-4.9,-291422000000.0,-14.41,3.7,17.9,3.0,-10.56338028169014
INPC,2021,Q3,0.3,473.33,0.63,225.27,7484000000.0,0.02,0.13,395035000000.0,24.72,3.7,17.9,3.0,-2.0689655172413794
INPC,2021,Q2,0.91,159.34,0.64,225.43,15826000000.0,0.05,0.4,-1636355000000.0,-102.69,3.7,17.9,3.0,-9.937888198757763
INPC,2021,Q1,0.4,390.0,0.7,223.28,13250000000.0,0.02,0.18,-1522866000000.0,-95.57,3.7,17.9,3.0,133.33333333333331
INPC,2020,Q4,-0.18,-383.33,0.31,225.34,51481000000.0,-0.01,-0.08,1639695000000.0,103.8,-2.2,18.4,3.0,38.0
INPC,2020,Q3,0.35,142.86,0.24,208.82,1619000000.0,0.02,0.17,3142718000000.0,198.95,-2.2,18.4,3.0,-1.9607843137254901
INPC,2020,Q2,0.49,102.04,0.24,207.56,18891000000.0,0.03,0.24,36884000000.0,2.33,-2.2,18.4,3.0,2.0
INPC,2020,Q1,0.7,71.43,0.24,205.74,24886000000.0,0.04,0.34,281072000000.0,17.79,-2.2,18.4,3.0,-18.0327868852459
INPC,2019,Q4,-5.47,-11.15,0.21,287.17,-109871000000.0,-0.34,-1.91,523117000000.0,33.12,5.1,17.5,3.5,-11.594202898550725
INPC,2019,Q3,0.18,377.78,0.23,292.5,11336000000.0,0.01,0.06,-104546000000.0,-6.62,5.1,17.5,3.5,-2.8169014084507045
